,AuthId,Catch_01,Catch_02,Catch_03,Decenter_01,Decenter_02,Decenter_03,Decenter_04,Decenter_05,Decenter_06,Decenter_07,Decenter_08,Decenter_09,Decenter_10,Decenter_11,Decenter_12,Decenter_13,Decenter_14,Decenter_15,Decenter_total,Domain1,Domain2,Domain3,Domain4,Domain5,FFMQ_01,FFMQ_02,FFMQ_03,FFMQ_04,FFMQ_05,FFMQ_06,FFMQ_07,FFMQ_08,FFMQ_09,FFMQ_10,FFMQ_11,FFMQ_12,FFMQ_13,FFMQ_14,FFMQ_15,FFMQ_ActingwAwareness,FFMQ_Describing,FFMQ_NonJudging,FFMQ_NonReactivity,FFMQ_Observing,FFMQ_total,FirstGeneration,PSS_01,PSS_02,PSS_03,PSS_04,PSS_05,PSS_06,PSS_07,PSS_08,PSS_09,PSS_10,PSS_total,PersonalWB_01,PersonalWB_02,PersonalWB_03,PersonalWB_04,PersonalWB_05,PersonalWB_06,PersonalWB_07,PersonalWB_08,PersonalWB_09,PersonalWB_10,PersonalWB_11,PersonalWB_Anger,PersonalWB_Anxiety,PersonalWB_Happiness,PersonalWB_SWLS,PersonalWB_Sadness,Reappraisal_01,Reappraisal_02,Reappraisal_03,Reappraisal_04,Reappraisal_05,Reappraisal_06,Reappraisal_07,Reappraisal_08,Reappraisal_09,Reappraisal_10,Reappraisal_11,Reappraisal_12,Reappraisal_13,Reappraisal_14,Reappraisal_15,Reappraisal_16,Reappraisal_17,Reappraisal_CFI,Reappraisal_ERQ,Reappraisal_SRI,Reappraisal_total,SMM_01,SMM_02,SMM_03,SMM_04,SMM_05,SMM_06,SMM_07,SMM_08,SMM_total,SexualOrientation,SocialDomains_total,SocialWB_01,SocialWB_02,SocialWB_03,SocialWB_04,SocialWB_05,SocialWB_06,SocialWB_07,SocialWB_08,SocialWB_09,SocialWB_10,TestAnxiety_01,TestAnxiety_02,TestAnxiety_03,TestAnxiety_04,TestAnxiety_05,TestAnxiety_06,TestAnxiety_07,TestAnxiety_08,TestAnxiety_09,TestAnxiety_10,TestAnxiety_11,TestAnxiety_12,TestAnxiety_13,TestAnxiety_14,TestAnxiety_15,TestAnxiety_16,TestAnxiety_17,TestAnxiety_18,TestAnxiety_19,TestAnxiety_20,TestAnxiety_21,TestAnxiety_numberoftest,TestAnxiety_total,Time,YearofStudy,CatchSum,CorrectID
75,MouUazT6luRm4hSERVWA4U2YnLk1,1,1,1,3,3,3,2,2,4,3,2,3,3,4,2,3,3,3,43,12,17,14,17,14,3,2,5,4,5,4,2,3,4,2,2,2,3,3,3,11,6,11,10,9,47,Yes,1,3,3,2,2,1,0,2,2,1,17,2,5,1,2,5,4,4,5,1,3,5,3,9,10,8,7,1,5,3,5,5,5,7,6,7,7,6,2,3,2,5,5,5,33,24,22,79,0,4,1,3,1,1,1,3,14,Gay,74,5,7,9,8,5,9,7,10,7,7,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,27,1,First year,3,45432
76,N9FTo8NthwXsqR6oORkBTC67WRp1,1,1,1,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,35,4,5,2,8,4,4,4,3,3,3,3,4,3,4,2,3,4,3,1,2,9,12,8,7,10,46,No,3,4,4,3,3,4,3,3,4,3,34,2,2,2,5,2,7,7,2,6,7,6,11,13,4,6,14,5,5,3,5,4,5,7,7,7,7,7,4,4,4,2,2,2,35,27,18,80,2,2,1,1,1,1,3,1,12,Heterosexual or Straight,23,2,2,3,2,1,1,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,1,Third year,3,45168
77,NAlW30T4W8Stl1DthfiouApJKb33,1,1,1,3,4,2,2,3,3,3,4,2,3,3,2,2,4,2,42,9,6,6,7,5,4,2,2,2,4,3,2,2,3,3,4,2,2,2,3,6,6,7,10,11,40,Yes,3,3,4,1,3,3,2,3,3,4,29,3,3,2,6,5,5,6,4,6,6,5,12,11,9,8,11,6,3,3,5,4,5,6,5,3,5,5,2,4,4,2,4,4,24,26,20,70,2,1,1,2,1,1,1,2,11,Heterosexual or Straight,33,5,4,5,1,3,3,3,4,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22,1,First year,3,45334
78,OdzuiUEC4KXJ9OotmA3XFkHIVRJ2,1,1,1,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,38,10,10,10,10,10,2,2,3,2,2,2,3,4,2,2,3,3,4,3,2,11,8,7,6,7,39,No,2,2,3,2,2,2,2,2,2,2,21,3,3,2,4,4,5,4,4,5,5,4,9,8,8,8,10,5,5,3,5,3,5,4,5,3,6,5,3,3,3,3,3,3,23,26,18,67,1,1,1,1,2,1,2,1,10,Heterosexual or Straight,50,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,23,1,First year,3,45299
79,OhHvLHyqsYXP5vVx8TlOgPRS7YW2,1,1,1,5,4,2,3,5,4,5,4,5,5,3,4,2,4,4,59,11,8,15,14,12,2,5,5,3,4,4,5,2,3,3,4,4,3,2,3,10,14,8,10,10,52,No,2,1,3,1,2,2,2,2,3,1,19,3,6,5,3,4,3,5,5,5,5,6,8,11,9,14,8,5,3,5,5,5,3,6,7,6,7,6,2,2,2,5,4,3,32,26,18,76,1,1,1,2,3,0,3,1,12,Heterosexual or Straight,60,8,3,4,4,9,6,7,7,8,4,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,0,29,1,Second year,3,45458
80,OxG29khvrKg97FUs3pbY5n2szBF2,1,1,1,4,3,4,3,3,1,2,3,4,4,3,2,1,2,1,40,8,3,2,4,13,3,4,5,2,4,5,4,2,2,3,3,4,3,3,2,10,12,7,9,11,49,No,2,4,4,3,4,4,3,3,3,4,34,2,2,3,7,3,6,7,3,7,6,7,14,14,6,7,12,5,6,6,6,5,5,6,6,6,5,6,4,4,4,2,4,4,29,33,22,84,3,3,1,3,3,0,1,2,16,Heterosexual or Straight,30,5,3,2,1,2,0,0,4,8,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,24,1,Second year,3,45045
81,PAo2gHu6yogCfJqrdl9zNnod9bQ2,1,1,1,4,3,4,4,4,3,4,4,3,3,4,4,3,3,3,53,16,15,16,16,14,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,9,9,10,9,10,47,No,2,2,2,2,2,2,1,2,2,2,19,4,6,5,4,4,5,5,5,5,4,6,9,11,9,15,9,6,6,6,5,5,5,7,6,6,6,6,4,4,4,4,4,4,31,33,24,88,2,2,1,2,2,1,2,2,14,Heterosexual or Straight,77,8,8,7,8,8,8,8,8,9,5,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,26,1,First year,3,46358
82,PGI3u2rKWtgDixEFATucrmzRebs2,1,1,1,4,4,1,1,3,3,3,1,1,1,1,5,4,5,4,41,10,14,15,14,10,4,3,5,2,4,4,4,4,5,4,5,2,5,3,3,14,9,10,11,13,57,Yes,1,2,2,2,2,2,1,1,2,3,18,6,6,6,3,4,2,4,6,3,1,5,6,9,10,18,3,6,7,6,6,6,6,6,6,6,6,6,4,4,4,3,4,3,30,37,22,89,3,1,3,1,3,2,3,2,18,Heterosexual or Straight,63,5,5,7,7,7,8,7,7,2,8,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,4,32,1,First year,3,46371
83,PKSOrHlpqJbjaVAjinCZZqVpttp2,1,1,1,4,4,2,3,3,2,3,4,1,3,4,2,1,2,2,40,14,11,12,17,17,3,4,4,4,4,3,5,2,4,2,3,4,3,2,2,9,13,10,8,9,49,Yes,3,4,4,1,1,4,2,2,3,4,28,6,7,6,2,6,5,7,5,5,4,6,7,13,11,19,9,1,5,5,7,6,6,6,7,6,6,5,4,5,5,3,1,2,30,30,20,80,1,4,2,0,1,1,3,1,13,Heterosexual or Straight,71,9,5,4,7,4,8,10,7,8,9,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,5,26,1,Third year,3,46368
84,POpgjk00fgc5XAUslXrjY3njevo2,1,1,1,4,4,3,3,3,3,4,4,4,4,3,4,3,3,3,52,11,12,14,10,7,3,4,3,3,4,5,4,2,3,4,4,5,3,4,4,8,13,10,12,12,55,No,2,2,3,2,2,3,2,2,3,4,25,6,5,6,5,5,4,5,5,6,4,6,11,11,10,17,8,7,7,7,7,7,7,7,7,6,7,6,5,4,4,3,3,3,33,42,22,97,3,3,2,3,2,2,3,3,21,Heterosexual or Straight,54,6,5,7,5,7,7,5,5,4,3,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,0,28,1,Second year,3,45082
85,Qd6RqHV4rVeiRafCtSynNbmv6Sv1,1,1,1,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,53,13,14,10,12,12,2,5,4,3,3,2,5,4,3,3,3,5,4,2,3,12,15,8,9,7,51,No,2,1,2,1,2,2,2,1,2,2,17,5,5,5,5,5,3,5,5,6,4,4,11,9,10,15,7,6,6,5,6,6,6,5,5,5,5,5,4,4,4,3,3,3,25,35,21,81,3,3,1,3,3,1,3,3,20,Heterosexual or Straight,61,6,7,8,6,5,5,6,6,6,6,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,0,30,1,Second year,3,45167
86,QiMAKV04gwbcJjsXx03Frjf83vJ2,1,1,1,2,1,2,2,1,2,2,3,1,1,3,3,2,2,2,29,13,11,12,8,14,3,3,4,3,3,4,3,3,2,3,3,2,4,3,2,11,8,8,8,10,45,No,3,4,3,2,2,3,1,3,3,3,27,3,6,6,4,5,5,5,6,7,5,6,11,11,11,15,10,5,4,3,4,2,2,3,2,3,3,3,4,4,5,3,3,3,14,20,22,56,0,1,0,1,0,1,0,1,4,Heterosexual or Straight,58,6,7,7,4,7,5,3,5,7,7,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,25,1,Second year,3,45333
87,R5t5OoL90PfUMuaj7b6lywgDp2r1,1,1,1,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,54,4,4,5,8,6,4,3,4,2,4,3,4,4,3,4,4,3,4,3,3,12,10,8,11,11,52,No,3,3,3,2,1,1,1,2,3,3,22,4,4,4,4,5,3,3,5,4,3,3,8,6,10,12,6,5,5,5,5,6,5,6,6,6,6,6,4,4,4,3,3,4,30,31,22,83,1,1,0,1,1,0,1,0,5,Heterosexual or Straight,27,2,2,2,2,2,3,4,4,3,3,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,3,29,1,Third year,3,45153
88,RPA1N5g71OdWH4FkTI6l7OO8rFh1,1,1,1,2,2,1,3,2,3,4,4,5,4,3,2,4,3,3,45,11,7,10,13,15,3,2,3,4,3,3,2,2,4,2,1,2,1,4,3,6,6,12,8,7,39,No,3,4,4,2,3,4,3,2,4,4,33,3,2,4,2,4,3,4,5,4,3,6,6,10,9,9,6,3,5,4,5,4,4,7,5,7,6,5,4,5,4,2,5,3,30,25,23,78,1,2,1,2,1,1,2,1,11,Heterosexual or Straight,56,5,6,3,4,6,4,5,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,22,1,First year,3,45221
89,RPS7JNEfGmcIpO3KkOvujZXn3B72,1,1,1,3,4,4,4,3,2,4,5,4,4,3,3,3,4,3,53,14,17,14,15,16,4,4,2,3,4,5,3,3,4,3,3,4,2,4,4,7,11,11,11,12,52,No,1,2,2,1,1,2,2,2,1,1,15,6,6,6,1,5,3,3,6,2,2,5,3,8,11,18,5,6,6,5,6,6,6,7,6,6,6,6,4,4,4,5,5,5,31,35,27,93,1,2,0,2,2,1,2,2,12,Heterosexual or Straight,76,7,7,9,8,7,7,9,6,8,8,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,0,28,1,First year,3,45520
90,RXXJ6h6JggQjK4R9zNXYG70h6a82,1,1,1,4,4,3,3,3,4,5,3,5,3,3,3,3,3,3,52,18,14,17,13,20,4,3,3,4,3,4,3,2,4,3,4,4,2,4,3,7,10,12,9,12,50,No,2,2,3,3,2,3,3,4,0,3,25,4,5,6,1,6,3,5,7,2,3,5,3,10,13,15,6,4,2,6,2,6,6,2,6,5,7,7,1,4,2,2,2,1,27,26,12,65,4,2,3,1,3,1,1,2,17,Bisexual,82,9,9,7,7,10,7,7,6,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,22,1,Fourth year,3,45108
91,RwFWzi3etJRngaazmnPzWM06Y6E2,1,1,1,4,4,3,2,3,3,2,4,2,2,2,5,5,4,4,49,14,13,14,15,18,3,4,4,5,4,1,4,4,5,4,2,4,4,4,2,12,12,14,10,6,54,No,1,3,3,0,2,4,1,3,3,4,24,3,6,6,3,4,1,2,6,5,2,6,8,8,10,15,3,6,6,6,6,6,6,6,6,5,6,5,4,4,3,4,2,2,28,36,19,83,0,1,0,2,0,0,2,1,6,Heterosexual or Straight,74,7,7,6,7,6,8,10,5,10,8,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,34,1,Second year,3,45611
92,SLjdUnMjZYZ1eB9niCMvINcOoDP2,1,1,1,4,4,3,3,3,4,5,4,4,4,3,3,3,4,3,54,17,18,18,14,20,3,3,4,3,4,5,3,4,3,4,3,4,4,4,3,12,10,10,11,11,54,No,1,2,2,2,1,1,1,2,4,1,17,5,6,6,4,6,4,3,6,3,1,4,7,7,12,17,5,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,2,2,35,42,22,99,1,1,0,1,1,0,1,1,6,Heterosexual or Straight,87,8,9,9,9,10,8,9,5,10,10,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,27,1,Second year,3,45179
93,SRfO5OalHXTcHI7Y24VIUJuigcb2,1,1,1,2,3,3,3,4,2,4,2,2,2,4,2,2,3,2,40,7,11,3,7,14,4,2,3,3,4,4,2,2,3,3,4,4,1,3,3,6,8,9,10,12,45,Yes,3,4,4,2,2,3,3,3,2,3,29,1,2,2,3,2,5,6,2,6,4,6,9,12,4,5,9,5,3,2,5,2,2,6,6,6,5,4,2,4,4,2,2,1,27,19,15,61,3,3,1,1,3,1,3,3,18,Heterosexual or Straight,42,4,3,8,3,2,1,2,5,8,6,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,0,25,1,Second year,3,45185
94,TGYT1UMUQ8O1bnIONouupTVgJJ02,1,1,1,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,53,16,17,15,15,17,4,3,2,3,3,3,2,3,2,3,2,3,2,3,3,7,8,8,9,9,41,No,2,2,3,2,2,3,2,2,3,2,23,5,5,5,4,4,4,6,5,4,3,6,8,12,9,15,7,7,6,7,7,5,6,7,7,7,7,6,4,4,4,2,3,4,34,38,21,93,1,3,1,2,2,1,1,3,14,Heterosexual or Straight,80,8,8,9,8,7,8,7,8,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,22,1,First year,3,45369
95,TfWWPOA8ZXNdbhV60xVDGko432q2,1,1,1,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,46,12,11,13,15,16,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,9,8,9,9,8,43,No,2,2,3,1,2,1,2,2,2,3,20,3,3,3,3,4,4,4,5,3,4,5,6,9,9,9,8,5,5,4,4,5,4,5,5,6,6,6,4,4,4,4,2,2,28,27,20,75,2,3,1,3,1,3,1,2,16,Heterosexual or Straight,67,6,6,5,6,7,6,8,7,6,10,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,25,1,Third year,3,45421
96,TwOx02ILdyWPrb29H2q12wx8bsJ3,1,1,1,3,2,3,4,2,4,5,4,5,5,4,3,4,3,2,53,15,14,11,12,16,5,4,3,4,3,2,4,4,5,3,5,3,4,5,2,11,11,14,8,12,56,No,3,2,3,2,1,1,3,2,2,3,22,6,6,5,4,6,4,4,5,5,3,4,9,8,11,17,7,5,6,5,5,4,6,3,5,4,4,5,3,3,3,4,4,4,21,31,21,73,2,4,1,3,3,1,3,3,20,Bisexual,68,8,7,7,7,6,5,9,3,8,8,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,33,1,Second year,3,46378
97,UIv6EWiH0uWe3L6eeC0q98LK6bf1,1,1,1,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,56,9,7,9,10,8,5,5,5,4,4,4,2,4,4,4,5,5,4,3,4,13,12,11,12,14,62,No,3,2,4,2,3,4,2,3,3,4,30,3,4,4,4,5,5,6,5,6,4,5,10,11,10,11,9,6,6,7,5,5,6,7,6,7,6,6,4,3,4,2,3,3,32,35,19,86,1,2,1,2,3,1,1,2,13,Heterosexual or Straight,43,5,4,3,4,6,3,5,5,5,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,23,1,Second year,3,45176
98,USXd8u2dZDT8lIkTNIMi3mtJ56q2,1,1,1,5,5,3,3,4,3,3,3,3,3,4,2,2,2,3,48,12,14,12,12,16,2,2,3,4,2,2,2,2,4,2,3,2,2,3,2,7,6,11,6,7,37,No,1,1,2,1,1,1,2,1,2,2,14,7,7,5,2,5,3,5,6,5,3,5,7,10,11,19,6,7,7,4,6,6,6,7,7,7,7,5,4,4,4,3,3,3,33,36,21,90,3,3,2,2,3,2,2,2,19,Lesbian,66,5,7,7,7,7,5,7,5,8,8,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24,1,First year,3,46345
99,UryyKaInXWO3rbdhmQexLJLSgQi2,1,1,1,5,2,2,2,4,2,3,5,4,4,2,3,2,2,2,44,13,13,7,8,8,2,2,4,4,3,2,2,4,4,2,2,2,4,3,2,12,6,11,7,6,42,No,3,2,2,2,2,2,2,3,2,2,22,3,6,5,4,4,4,5,4,4,1,5,8,10,8,14,5,3,6,5,3,5,6,7,7,7,7,7,2,2,2,4,3,4,35,28,17,80,3,3,1,3,3,1,3,3,20,Heterosexual or Straight,49,7,6,6,7,4,3,4,4,4,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,25,1,First year,3,45187
100,WRgWVAnUfTZsbh7sQGsePPdHa0w2,1,1,1,4,4,3,3,2,2,2,3,2,3,4,3,2,3,3,43,11,9,13,9,16,3,4,3,4,3,4,4,2,3,3,3,3,2,3,2,7,11,10,8,10,46,No,3,3,3,2,2,3,3,2,2,2,25,5,5,5,1,4,3,6,4,4,3,5,5,11,8,15,6,6,6,3,4,4,3,6,5,6,6,5,4,4,4,4,3,4,28,26,23,77,1,1,1,1,1,1,1,1,8,Heterosexual or Straight,58,6,5,5,4,7,6,5,4,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,1,First year,3,45516
101,WY1hBXuWteNdiiub4p0sBYNo2Mt2,1,1,1,2,3,1,1,1,2,4,2,2,2,5,3,2,4,4,38,5,7,5,12,12,3,5,2,4,2,4,4,4,4,3,4,4,2,3,2,8,13,11,7,11,50,No,3,4,4,2,2,4,2,2,3,4,30,5,3,3,5,3,6,7,4,6,7,7,11,14,7,11,13,3,3,2,2,2,2,6,5,6,5,6,3,3,4,4,4,4,28,14,22,64,1,1,0,0,2,0,1,1,6,Heterosexual or Straight,41,2,3,6,1,5,0,5,7,5,7,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,30,1,Second year,3,45441
102,WuVESKGYF5hnao1CGMccDOhrYEr1,1,1,1,3,2,2,3,2,3,4,2,2,2,2,2,2,3,3,37,19,19,19,15,19,3,3,3,5,3,4,3,3,5,4,3,2,2,5,3,8,8,15,10,10,51,No,2,1,0,1,1,2,1,1,0,0,9,6,6,7,2,6,2,3,6,3,1,3,5,6,12,19,3,6,7,5,6,6,6,6,6,5,5,6,4,5,5,3,2,1,28,36,20,84,2,3,1,3,1,3,3,2,18,Other,91,9,10,10,9,10,9,6,9,10,9,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,28,1,Third year,3,45495
103,X1osWen76cVHUElKtLFQQutW8GB3,1,1,1,2,2,3,4,1,3,4,2,3,1,4,5,2,4,3,43,8,12,1,3,13,4,2,1,1,4,4,3,3,2,3,5,3,2,4,3,6,8,7,10,13,44,No,0,3,2,0,2,3,0,1,2,2,15,1,5,3,1,4,4,3,3,4,4,6,5,9,7,9,8,5,2,7,6,4,6,7,5,7,5,7,3,4,4,5,3,3,31,30,22,83,4,4,2,2,3,0,2,3,20,Heterosexual or Straight,37,3,5,9,3,1,0,1,2,7,6,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,0,28,1,First year,3,45509
104,XUJpV5dcoVTCM3KBJmYnwi383hv2,1,1,1,4,4,4,4,4,4,3,3,2,2,4,2,3,2,2,47,11,5,15,13,18,4,5,3,2,4,5,5,2,2,2,4,5,3,2,2,8,15,6,8,13,50,No,0,2,4,1,1,3,1,2,0,3,17,5,6,5,1,5,4,7,5,4,2,6,5,13,10,16,6,7,7,7,5,2,2,7,7,6,5,7,1,1,2,5,3,3,32,30,15,77,1,3,1,3,3,0,1,1,13,Heterosexual or Straight,62,4,7,3,2,8,7,6,7,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,26,1,Fourth year,3,45115
105,XXKBLAh3CUU72gLybZVy5wyrn0l2,1,1,1,5,5,4,2,5,3,3,2,3,2,3,2,2,4,2,47,17,15,9,18,18,4,3,3,5,2,4,2,2,5,2,3,3,2,5,2,7,8,15,6,11,47,No,2,2,2,2,1,2,2,1,2,1,17,5,6,7,4,5,4,4,6,4,3,4,8,8,11,18,7,7,5,6,5,5,5,7,6,6,6,6,4,5,5,3,3,3,31,33,23,87,4,3,2,2,3,2,2,2,20,Heterosexual or Straight,77,9,8,7,8,9,0,8,10,8,10,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,0,29,1,First year,3,45366
106,XnY7scSA5SW8y4ZiY2qm7fpl9Ts2,1,1,1,1,2,2,2,2,2,4,3,4,4,3,2,2,3,3,39,10,6,7,10,8,2,3,3,3,4,4,3,2,4,4,3,3,2,4,4,7,9,11,12,9,48,Yes,2,3,3,2,3,1,1,2,2,3,22,2,2,2,3,4,3,6,4,5,4,6,8,12,8,6,7,5,5,2,5,5,5,6,2,4,2,4,1,1,1,3,3,3,18,27,12,57,1,2,1,1,2,1,1,1,10,Heterosexual or Straight,41,4,6,2,4,5,2,4,6,5,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,24,1,First year,3,45560
107,YTyPCI0x7gVhSOA0aWzGKKUX7iN2,1,1,1,4,4,5,5,3,3,3,3,4,4,4,3,3,3,3,54,7,11,9,16,10,4,4,2,2,4,4,2,3,2,3,4,4,2,2,3,7,10,6,10,12,45,Yes,3,3,3,2,3,3,1,2,3,3,26,3,3,3,5,4,5,4,4,5,5,4,10,8,8,9,10,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,3,3,30,36,21,87,0,4,0,1,3,1,1,1,11,Heterosexual or Straight,53,4,3,6,5,6,3,8,8,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,22,1,First year,3,45322
108,YhvShPs559TaceO3NNvsWYKAqZr1,1,1,1,4,3,3,2,3,3,4,2,2,2,2,3,3,4,3,43,17,19,12,11,20,4,3,4,5,3,4,3,4,3,3,4,4,4,3,2,12,10,11,8,12,53,No,1,2,2,1,1,1,1,0,0,0,9,6,5,3,1,6,2,1,6,1,3,1,2,2,12,14,5,5,6,7,5,6,6,6,7,7,5,6,5,5,5,4,4,2,31,35,25,91,3,3,2,2,3,0,2,3,18,Heterosexual or Straight,79,8,9,10,9,7,5,6,5,10,10,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,0,31,1,First year,3,46365
109,YkEQ8mMpYnfSmRUBUmJCkdG9LQ33,1,1,1,3,4,4,4,3,4,4,3,4,4,5,3,4,3,4,56,12,18,10,11,2,3,5,3,4,5,5,5,3,2,3,3,4,3,4,4,9,14,10,12,11,56,No,0,4,4,2,3,2,1,2,1,2,21,4,7,6,1,5,5,3,5,6,4,4,7,7,10,17,9,5,7,7,5,3,2,5,6,6,7,4,3,4,4,3,3,4,28,29,21,78,3,2,1,2,2,3,3,0,16,Heterosexual or Straight,53,5,7,10,8,7,3,7,4,2,0,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,0,30,1,First year,3,45386
110,YrGaHQjlIDcF36R7kdSgmYVp8Ne2,1,1,1,3,3,1,1,1,1,1,2,4,2,4,4,4,4,4,39,4,1,6,5,13,3,1,3,3,2,2,1,3,3,3,3,1,2,2,4,8,3,8,9,8,36,Yes,2,3,3,3,3,2,2,3,2,3,26,2,2,2,3,2,6,5,2,4,6,6,7,11,4,6,12,2,2,4,4,5,3,7,7,7,7,6,2,2,2,3,3,3,34,20,15,69,0,0,0,0,0,0,0,0,0,Heterosexual or Straight,29,3,1,0,1,6,0,3,2,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,22,1,First year,3,45219
111,Zacn9TNROIXV0CNxiHb3kcTpBIq2,1,1,1,3,3,2,3,4,3,4,3,4,3,2,3,3,3,3,46,12,19,7,16,14,4,3,4,2,4,4,2,3,2,3,2,3,3,4,2,10,8,8,9,10,45,Yes,1,1,1,1,1,1,1,0,1,2,10,6,6,3,2,4,5,6,6,3,5,4,5,10,10,15,10,2,2,3,3,2,2,7,5,7,5,6,4,4,4,4,4,4,30,14,24,68,4,3,0,3,1,0,3,3,17,Heterosexual or Straight,68,6,6,10,9,7,0,9,7,7,7,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,0,27,1,Third year,3,45180
112,ZdEl4QHTCQcqChCoXXtNh36VIvQ2,1,1,1,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,40,14,15,14,14,16,2,4,3,2,3,3,4,3,3,4,3,4,3,2,3,9,12,7,10,8,46,No,0,0,3,1,1,1,1,1,1,1,10,5,5,6,1,4,4,5,4,2,3,4,3,9,8,16,7,5,6,5,5,6,5,6,6,6,6,6,2,2,2,4,4,2,30,32,16,78,1,1,1,3,2,1,2,3,14,Heterosexual or Straight,73,7,7,8,7,8,6,7,7,9,7,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,26,1,Second year,3,45191
113,ZrlOfJAuZARfzI8huXT4BS9FClU2,1,1,1,1,1,1,1,1,3,2,2,2,2,4,2,2,2,2,28,11,11,9,13,11,2,4,5,3,2,4,4,4,3,2,3,4,3,3,2,12,12,9,6,9,48,No,2,1,4,2,3,3,2,3,1,4,25,5,3,4,3,4,4,7,4,2,4,6,5,13,8,12,8,4,3,5,5,6,6,7,6,6,6,6,4,4,4,3,3,2,31,29,20,80,0,0,0,0,0,0,0,0,0,Heterosexual or Straight,55,7,4,6,5,6,3,6,7,5,6,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,25,1,First year,3,45514
